Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,k,nut,omega,p
35,-0.0261249,0.042632,0,0.05,1.4668,0.889627,2.30E-18,1.7155,0.0972365,0,88111.2,-8.46511
34,-0.0254521,0.0430371,0,0.05,1.45907,0.853907,-2.44E-19,1.69057,0.0946594,0,88102.2,-8.68995
33,-0.0247729,0.0434316,0,0.05,1.44813,0.817302,-5.04E-19,1.66285,0.0917914,0,88092.1,-8.90162
32,-0.0240877,0.0438153,0,0.05,1.43386,0.779894,2.12E-18,1.63223,0.0886741,0,88081.1,-9.09954
31,-0.0233965,0.0441883,0,0.05,1.41611,0.74177,2.38E-18,1.59862,0.0853115,0,88069.2,-9.2831
30,-0.0226995,0.0445503,0,0.05,1.39474,0.703025,2.85E-19,1.56191,0.0816962,0,88056.4,-9.45168
29,-0.021997,0.0449014,0,0.05,1.36962,0.663759,-2.35E-18,1.52199,0.0778328,0,88042.8,-9.6047
28,-0.021289,0.0452414,0,0.05,1.34061,0.624084,-2.63E-18,1.47875,0.0737318,0,88028.3,-9.74159
27,-0.0205757,0.0455702,0,0.05,1.30755,0.584116,-2.37E-21,1.43209,0.0694074,0,88013,-9.86181
26,-0.0198574,0.0458877,0,0.05,1.27034,0.543985,1.29E-18,1.38192,0.0648828,0,87997,-9.96485
25,-0.0191342,0.046194,0,0.05,1.22888,0.503838,2.93E-19,1.32816,0.0601801,0,87980.5,-10.0503
24,-0.0184062,0.0464888,0,0.05,1.18305,0.463815,-9.96E-19,1.27073,0.0553239,0,87963.3,-10.1176
23,-0.0176737,0.0467722,0,0.05,1.1328,0.424078,-3.55E-19,1.20958,0.0503488,0,87945.8,-10.1666
22,-0.0169369,0.047044,0,0.05,1.07813,0.384804,-3.57E-19,1.14474,0.0452888,0,87927.8,-10.1973
21,-0.0161959,0.0473043,0,0.05,1.01909,0.346184,0,1.07629,0.0401958,0,87909.8,-10.2092
20,-0.0154509,0.0475528,0,0.05,0.955901,0.308446,-1.60E-18,1.00443,0.0351461,0,87892,-10.2027
19,-0.014702,0.0477897,0,0.05,0.888818,0.271837,-3.27E-18,0.929458,0.0302179,0,87874.5,-10.1779
18,-0.0139496,0.0480147,0,0.05,0.818225,0.23662,7.31E-20,0.851752,0.0254862,0,87857.9,-10.1351
17,-0.0131937,0.0482279,0,0.05,0.744636,0.203064,1.29E-18,0.771827,0.0210252,0,87842,-10.0751
16,-0.0124345,0.0484292,0,0.05,0.668715,0.171438,2.46E-20,0.690341,0.0169064,0,87827.5,-9.99875
15,-0.0116723,0.0486185,0,0.05,0.59129,0.142008,2.48E-18,0.608104,0.0131952,0,87814.4,-9.90761
14,-0.0109072,0.0487958,0,0.05,0.51335,0.115028,-1.06E-19,0.526079,0.00994447,0,87802.9,-9.80335
13,-0.0101394,0.0489611,0,0.05,0.436034,0.0907238,-2.11E-18,0.445372,0.00719162,0,87793.1,-9.68812
12,-0.00936907,0.0491144,0,0.05,0.360574,0.0692805,0,0.367169,0.00494829,0,87785.2,-9.56441
11,-0.00859645,0.0492555,0,0.05,0.288229,0.0508165,0,0.292675,0.00320021,0,87779,-9.43512
10,-0.00782172,0.0493844,0,0.05,0.220209,0.0353663,-3.27E-19,0.223031,0.00191323,0,87774.5,-9.30335
9,-0.00704506,0.0495012,0,0.05,0.157575,0.0228668,2.34E-20,0.159225,0.00103087,0,87771.4,-9.17227
8,-0.00626666,0.0496057,0,0.05,0.101156,0.0131512,3.51E-19,0.102007,0.00048024,0,87769.4,-9.0449
7,-0.00548672,0.049698,0,0.05,0.0515036,0.00594832,-1.54E-18,0.0518459,0.000180748,0,87768.4,-8.92386
6,-0.00470542,0.0497781,0,0.05,0.008921,0.000898125,-3.09E-18,0.0089661,6.16E-05,0,87767.9,-8.81115
5,-0.00392295,0.0498459,0,0.05,-0.026436,-0.00234874,-1.55E-18,0.0265402,6.89E-05,0,87767.9,-8.70799
