"U:0","U:1","U:2","k","nut","omega","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.3606,0.00035554,7.7609e-35,0.0084555,8.5563e-08,36122,-9.2961,1,0.01168,0.00168,0.05001,0
-0.3672,0.00068291,6.0004e-36,0.0086189,8.6205e-08,36123,-9.2795,1,0.01184,0.00184,0.05001,0
-0.37403,0.00098787,0,0.0088402,8.7181e-08,36124,-9.263,1,0.012,0.002,0.05001,0
-0.38088,0.0012908,0,0.0090668,8.8188e-08,36126,-9.2464,1,0.01216,0.00216,0.05001,0
-0.38772,0.0015937,0,0.0092934,8.9195e-08,36127,-9.2299,1,0.01232,0.00232,0.05001,0
-0.39457,0.0018966,0,0.00952,9.0202e-08,36128,-9.2133,1,0.01248,0.00248,0.05001,0
-0.40142,0.0021995,0,0.0097466,9.1209e-08,36130,-9.1967,1,0.01264,0.00264,0.05001,0
-0.40828,0.0024965,0,0.0099791,9.2291e-08,36131,-9.1801,1,0.0128,0.0028,0.05001,0
-0.41542,0.0027074,0,0.010299,9.4478e-08,36134,-9.1628,1,0.01296,0.00296,0.05001,0
-0.42255,0.0029182,0,0.010619,9.6665e-08,36136,-9.1454,1,0.01312,0.00312,0.05001,0
-0.42968,0.0031291,0,0.01094,9.8852e-08,36138,-9.128,1,0.01328,0.00328,0.05001,0
-0.43682,0.0033399,0,0.01126,1.0104e-07,36141,-9.1107,1,0.01344,0.00344,0.05001,0
-0.44395,0.0035508,0,0.01158,1.0323e-07,36143,-9.0933,1,0.0136,0.0036,0.05001,0
-0.45107,0.0037415,0,0.011914,1.0565e-07,36145,-9.0757,1,0.01376,0.00376,0.05001,0
-0.45814,0.0038338,0,0.012315,1.0925e-07,36148,-9.0568,1,0.01392,0.00392,0.05001,0
-0.46521,0.003926,0,0.012717,1.1285e-07,36151,-9.0379,1,0.01408,0.00408,0.05001,0
-0.47228,0.0040183,0,0.013118,1.1644e-07,36154,-9.019,1,0.01424,0.00424,0.05001,0
-0.47934,0.0041106,0,0.01352,1.2004e-07,36157,-9.0001,1,0.0144,0.0044,0.05001,0
-0.48641,0.0042028,0,0.013921,1.2363e-07,36160,-8.9812,1,0.01456,0.00456,0.05001,0
-0.49331,0.00426,0,0.014329,1.2745e-07,36163,-8.9618,1,0.01472,0.00472,0.05001,0
-0.49967,0.0042032,0,0.014759,1.32e-07,36165,-8.9408,1,0.01488,0.00488,0.05001,0
-0.50602,0.0041463,0,0.015189,1.3654e-07,36168,-8.9199,1,0.01504,0.00504,0.05001,0
-0.51238,0.0040894,0,0.015619,1.4109e-07,36171,-8.8989,1,0.0152,0.0052,0.05001,0
-0.51874,0.0040326,0,0.016048,1.4563e-07,36174,-8.878,1,0.01536,0.00536,0.05001,0
-0.52509,0.0039757,0,0.016478,1.5017e-07,36177,-8.857,1,0.01552,0.00552,0.05001,0
-0.53109,0.0038825,0,0.016904,1.5487e-07,36180,-8.8355,1,0.01568,0.00568,0.05001,0
-0.53607,0.0036853,0,0.017318,1.5999e-07,36183,-8.8122,1,0.01584,0.00584,0.05001,0
-0.54106,0.0034881,0,0.017732,1.6511e-07,36186,-8.789,1,0.016,0.006,0.05001,0
-0.54604,0.003291,0,0.018145,1.7023e-07,36188,-8.7657,1,0.01616,0.00616,0.05001,0
-0.55103,0.0030938,0,0.018559,1.7534e-07,36191,-8.7425,1,0.01632,0.00632,0.05001,0
-0.55601,0.0028966,0,0.018973,1.8046e-07,36194,-8.7193,1,0.01648,0.00648,0.05001,0
-0.56056,0.0026807,0,0.019376,1.8571e-07,36197,-8.6954,1,0.01664,0.00664,0.05001,0
-0.56372,0.0024058,0,0.019746,1.9134e-07,36199,-8.6699,1,0.0168,0.0068,0.05001,0
-0.56689,0.0021309,0,0.020116,1.9698e-07,36201,-8.6443,1,0.01696,0.00696,0.05001,0
-0.57005,0.0018559,0,0.020486,2.0262e-07,36204,-8.6187,1,0.01712,0.00712,0.05001,0
-0.57321,0.001581,0,0.020856,2.0825e-07,36206,-8.5931,1,0.01728,0.00728,0.05001,0
-0.57638,0.0013061,0,0.021226,2.1389e-07,36208,-8.5675,1,0.01744,0.00744,0.05001,0
-0.57919,0.0010327,0,0.02158,2.1943e-07,36210,-8.5415,1,0.0176,0.0076,0.05001,0
-0.5804,0.00076655,0,0.021863,2.2457e-07,36212,-8.5138,1,0.01776,0.00776,0.05001,0
-0.58161,0.00050039,0,0.022145,2.2971e-07,36214,-8.4861,1,0.01792,0.00792,0.05001,0
-0.58282,0.00023423,0,0.022427,2.3484e-07,36216,-8.4584,1,0.01808,0.00808,0.05001,0
-0.58403,-3.1932e-05,0,0.022709,2.3998e-07,36217,-8.4308,1,0.01824,0.00824,0.05001,0
-0.58524,-0.00029809,0,0.022991,2.4512e-07,36219,-8.4031,1,0.0184,0.0084,0.05001,0
-0.58632,-0.00055842,0,0.023266,2.5015e-07,36221,-8.3752,1,0.01856,0.00856,0.05001,0
-0.58578,-0.00074978,0,0.023445,2.5397e-07,36222,-8.346,1,0.01872,0.00872,0.05001,0
-0.58525,-0.00094115,0,0.023624,2.5779e-07,36223,-8.3167,1,0.01888,0.00888,0.05001,0
-0.58472,-0.0011325,0,0.023803,2.6161e-07,36224,-8.2874,1,0.01904,0.00904,0.05001,0
-0.58418,-0.0013239,0,0.023982,2.6542e-07,36225,-8.2582,1,0.0192,0.0092,0.05001,0
-0.58365,-0.0015152,0,0.024161,2.6924e-07,36226,-8.2289,1,0.01936,0.00936,0.05001,0
-0.58312,-0.0017066,0,0.02434,2.7306e-07,36228,-8.1996,1,0.01952,0.00952,0.05001,0
-0.58142,-0.0018232,0,0.024445,2.7604e-07,36228,-8.1694,1,0.01968,0.00968,0.05001,0
-0.57964,-0.0019345,0,0.024546,2.7896e-07,36229,-8.1392,1,0.01984,0.00984,0.05001,0
-0.57787,-0.0020457,0,0.024646,2.8189e-07,36229,-8.1089,1,0.02,0.01,0.05001,0
-0.57609,-0.002157,0,0.024746,2.8481e-07,36230,-8.0787,1,0.02016,0.01016,0.05001,0
-0.57431,-0.0022682,0,0.024846,2.8773e-07,36231,-8.0484,1,0.02032,0.01032,0.05001,0
-0.57254,-0.0023795,0,0.024946,2.9066e-07,36231,-8.0181,1,0.02048,0.01048,0.05001,0
-0.57015,-0.002455,0,0.025007,2.9323e-07,36231,-7.9875,1,0.02064,0.01064,0.05001,0
-0.56755,-0.0025183,0,0.025053,2.9567e-07,36232,-7.9567,1,0.0208,0.0108,0.05001,0
-0.56495,-0.0025816,0,0.025099,2.9812e-07,36232,-7.9259,1,0.02096,0.01096,0.05001,0
-0.56235,-0.0026449,0,0.025145,3.0057e-07,36232,-7.8952,1,0.02112,0.01112,0.05001,0
-0.55975,-0.0027082,0,0.025192,3.0301e-07,36232,-7.8644,1,0.02128,0.01128,0.05001,0
-0.55715,-0.0027714,0,0.025238,3.0546e-07,36232,-7.8336,1,0.02144,0.01144,0.05001,0
-0.55424,-0.002822,0,0.025261,3.0766e-07,36232,-7.8028,1,0.0216,0.0116,0.05001,0
-0.55104,-0.0028605,0,0.025262,3.0963e-07,36232,-7.7719,1,0.02176,0.01176,0.05001,0
-0.54785,-0.002899,0,0.025263,3.116e-07,36232,-7.741,1,0.02192,0.01192,0.05001,0
-0.54465,-0.0029375,0,0.025264,3.1356e-07,36232,-7.7101,1,0.02208,0.01208,0.05001,0
-0.54145,-0.002976,0,0.025265,3.1553e-07,36232,-7.6792,1,0.02224,0.01224,0.05001,0
-0.53826,-0.0030144,0,0.025265,3.175e-07,36232,-7.6483,1,0.0224,0.0124,0.05001,0
-0.53495,-0.0030508,0,0.025258,3.1938e-07,36231,-7.6174,1,0.02256,0.01256,0.05001,0
-0.53129,-0.0030802,0,0.025225,3.2098e-07,36231,-7.5867,1,0.02272,0.01272,0.05001,0
-0.52763,-0.0031097,0,0.025192,3.2258e-07,36231,-7.5559,1,0.02288,0.01288,0.05001,0
-0.52397,-0.0031391,0,0.02516,3.2418e-07,36230,-7.5251,1,0.02304,0.01304,0.05001,0
-0.52032,-0.0031686,0,0.025127,3.2578e-07,36230,-7.4944,1,0.0232,0.0132,0.05001,0
-0.51666,-0.003198,0,0.025094,3.2738e-07,36230,-7.4636,1,0.02336,0.01336,0.05001,0
-0.513,-0.0032275,0,0.025061,3.2898e-07,36229,-7.4328,1,0.02352,0.01352,0.05001,0
-0.50897,-0.0032616,0,0.025011,3.3044e-07,36229,-7.4023,1,0.02368,0.01368,0.05001,0
-0.50492,-0.003296,0,0.024961,3.3189e-07,36228,-7.3718,1,0.02384,0.01384,0.05001,0
-0.50086,-0.0033305,0,0.02491,3.3334e-07,36228,-7.3413,1,0.024,0.014,0.05001,0
-0.4968,-0.003365,0,0.024859,3.3479e-07,36227,-7.3108,1,0.02416,0.01416,0.05001,0
-0.49274,-0.0033994,0,0.024808,3.3624e-07,36227,-7.2803,1,0.02432,0.01432,0.05001,0
-0.48869,-0.0034339,0,0.024757,3.3769e-07,36226,-7.2497,1,0.02448,0.01448,0.05001,0
-0.48443,-0.0034719,0,0.024698,3.3907e-07,36225,-7.2194,1,0.02464,0.01464,0.05001,0
-0.48,-0.0035125,0,0.024632,3.4041e-07,36225,-7.1893,1,0.0248,0.0148,0.05001,0
-0.47558,-0.0035532,0,0.024566,3.4174e-07,36224,-7.1591,1,0.02496,0.01496,0.05001,0
-0.47115,-0.0035939,0,0.0245,3.4307e-07,36224,-7.1289,1,0.02512,0.01512,0.05001,0
-0.46673,-0.0036346,0,0.024434,3.444e-07,36223,-7.0987,1,0.02528,0.01528,0.05001,0
-0.46231,-0.0036753,0,0.024368,3.4573e-07,36222,-7.0686,1,0.02544,0.01544,0.05001,0
-0.45783,-0.0037159,0,0.024299,3.4704e-07,36222,-7.0385,1,0.0256,0.0156,0.05001,0
-0.45306,-0.0037564,0,0.024217,3.4822e-07,36221,-7.0088,1,0.02576,0.01576,0.05001,0
-0.44829,-0.003797,0,0.024134,3.4939e-07,36220,-6.979,1,0.02592,0.01592,0.05001,0
-0.44352,-0.0038375,0,0.024051,3.5057e-07,36219,-6.9493,1,0.02608,0.01608,0.05001,0
-0.43875,-0.003878,0,0.023968,3.5174e-07,36219,-6.9196,1,0.02624,0.01624,0.05001,0
-0.43397,-0.0039185,0,0.023885,3.5291e-07,36218,-6.8899,1,0.0264,0.0164,0.05001,0
-0.4292,-0.0039591,0,0.023803,3.5409e-07,36217,-6.8602,1,0.02656,0.01656,0.05001,0
-0.42421,-0.0039957,0,0.023709,3.5514e-07,36216,-6.8308,1,0.02672,0.01672,0.05001,0
-0.41913,-0.0040307,0,0.02361,3.5614e-07,36215,-6.8017,1,0.02688,0.01688,0.05001,0
-0.41404,-0.0040657,0,0.023512,3.5715e-07,36214,-6.7725,1,0.02704,0.01704,0.05001,0
-0.40895,-0.0041007,0,0.023413,3.5815e-07,36213,-6.7434,1,0.0272,0.0172,0.05001,0
-0.40387,-0.0041357,0,0.023315,3.5915e-07,36213,-6.7142,1,0.02736,0.01736,0.05001,0
-0.39878,-0.0041707,0,0.023216,3.6015e-07,36212,-6.685,1,0.02752,0.01752,0.05001,0
-0.39364,-0.004204,0,0.023115,3.6112e-07,36211,-6.656,1,0.02768,0.01768,0.05001,0
-0.38829,-0.0042308,0,0.023002,3.6194e-07,36210,-6.6276,1,0.02784,0.01784,0.05001,0
-0.38294,-0.0042577,0,0.022889,3.6276e-07,36209,-6.5991,1,0.028,0.018,0.05001,0
-0.37758,-0.0042845,0,0.022777,3.6358e-07,36208,-6.5706,1,0.02816,0.01816,0.05001,0
-0.37223,-0.0043113,0,0.022664,3.6441e-07,36207,-6.5422,1,0.02832,0.01832,0.05001,0
-0.36688,-0.0043381,0,0.022551,3.6523e-07,36206,-6.5137,1,0.02848,0.01848,0.05001,0
-0.36153,-0.0043649,0,0.022438,3.6605e-07,36205,-6.4852,1,0.02864,0.01864,0.05001,0
-0.35605,-0.0043845,0,0.022316,3.6672e-07,36203,-6.4573,1,0.0288,0.0188,0.05001,0
-0.35051,-0.0044002,0,0.022188,3.6731e-07,36202,-6.4297,1,0.02896,0.01896,0.05001,0
-0.34497,-0.0044159,0,0.022061,3.6791e-07,36201,-6.402,1,0.02912,0.01912,0.05001,0
-0.33943,-0.0044316,0,0.021934,3.685e-07,36200,-6.3744,1,0.02928,0.01928,0.05001,0
-0.33389,-0.0044473,0,0.021806,3.6909e-07,36199,-6.3468,1,0.02944,0.01944,0.05001,0
-0.32835,-0.004463,0,0.021679,3.6969e-07,36198,-6.3191,1,0.0296,0.0196,0.05001,0
-0.3228,-0.004478,0,0.021551,3.7026e-07,36197,-6.2916,1,0.02976,0.01976,0.05001,0
-0.31716,-0.0044821,0,0.021412,3.7061e-07,36195,-6.2649,1,0.02992,0.01992,0.05001,0
-0.31151,-0.0044862,0,0.021273,3.7096e-07,36194,-6.2382,1,0.03008,0.02008,0.05001,0
-0.30587,-0.0044903,0,0.021134,3.7131e-07,36193,-6.2115,1,0.03024,0.02024,0.05001,0
-0.30023,-0.0044944,0,0.020995,3.7166e-07,36192,-6.1849,1,0.0304,0.0204,0.05001,0
-0.29459,-0.0044985,0,0.020857,3.7201e-07,36191,-6.1582,1,0.03056,0.02056,0.05001,0
-0.28894,-0.0045026,0,0.020718,3.7236e-07,36189,-6.1315,1,0.03072,0.02072,0.05001,0
-0.28329,-0.0045032,0,0.020576,3.7261e-07,36188,-6.1053,1,0.03088,0.02088,0.05001,0
-0.27762,-0.0044993,0,0.020431,3.7273e-07,36187,-6.0797,1,0.03104,0.02104,0.05001,0
-0.27195,-0.0044953,0,0.020285,3.7286e-07,36186,-6.0541,1,0.0312,0.0212,0.05001,0
-0.26628,-0.0044914,0,0.02014,3.7298e-07,36185,-6.0285,1,0.03136,0.02136,0.05001,0
-0.26061,-0.0044875,0,0.019995,3.7311e-07,36183,-6.0028,1,0.03152,0.02152,0.05001,0
-0.25494,-0.0044835,0,0.019849,3.7324e-07,36182,-5.9772,1,0.03168,0.02168,0.05001,0
-0.24927,-0.0044796,0,0.019704,3.7336e-07,36181,-5.9516,1,0.03184,0.02184,0.05001,0
-0.24362,-0.0044732,0,0.019558,3.7336e-07,36180,-5.9268,1,0.032,0.022,0.05001,0
-0.23798,-0.004466,0,0.019411,3.7332e-07,36178,-5.9023,1,0.03216,0.02216,0.05001,0
-0.23234,-0.0044589,0,0.019265,3.7328e-07,36177,-5.8777,1,0.03232,0.02232,0.05001,0
-0.2267,-0.0044517,0,0.019118,3.7323e-07,36176,-5.8532,1,0.03248,0.02248,0.05001,0
-0.22106,-0.0044446,0,0.018972,3.7319e-07,36175,-5.8287,1,0.03264,0.02264,0.05001,0
-0.21542,-0.0044374,0,0.018825,3.7315e-07,36173,-5.8042,1,0.0328,0.0228,0.05001,0
-0.20978,-0.0044303,0,0.018679,3.731e-07,36172,-5.7797,1,0.03296,0.02296,0.05001,0
-0.20421,-0.0044237,0,0.018536,3.7296e-07,36171,-5.7562,1,0.03312,0.02312,0.05001,0
-0.19864,-0.0044172,0,0.018393,3.7282e-07,36170,-5.7328,1,0.03328,0.02328,0.05001,0
-0.19306,-0.0044106,0,0.01825,3.7268e-07,36169,-5.7094,1,0.03344,0.02344,0.05001,0
-0.18749,-0.0044041,0,0.018108,3.7253e-07,36167,-5.686,1,0.0336,0.0236,0.05001,0
-0.18191,-0.0043976,0,0.017965,3.7239e-07,36166,-5.6625,1,0.03376,0.02376,0.05001,0
-0.17634,-0.004391,0,0.017822,3.7225e-07,36165,-5.6391,1,0.03392,0.02392,0.05001,0
-0.17079,-0.0043852,0,0.017681,3.7209e-07,36164,-5.616,1,0.03408,0.02408,0.05001,0
-0.16529,-0.0043817,0,0.017545,3.7189e-07,36163,-5.5936,1,0.03424,0.02424,0.05001,0
-0.1598,-0.0043782,0,0.017408,3.717e-07,36161,-5.5713,1,0.0344,0.0244,0.05001,0
-0.15431,-0.0043747,0,0.017272,3.715e-07,36160,-5.5489,1,0.03456,0.02456,0.05001,0
-0.14881,-0.0043711,0,0.017136,3.7131e-07,36159,-5.5266,1,0.03472,0.02472,0.05001,0
-0.14332,-0.0043676,0,0.017,3.7111e-07,36158,-5.5043,1,0.03488,0.02488,0.05001,0
-0.13783,-0.0043641,0,0.016863,3.7092e-07,36157,-5.4819,1,0.03504,0.02504,0.05001,0
-0.13237,-0.0043621,0,0.016731,3.7071e-07,36156,-5.4601,1,0.0352,0.0252,0.05001,0
-0.12696,-0.0043621,0,0.016602,3.7049e-07,36155,-5.4388,1,0.03536,0.02536,0.05001,0
-0.12155,-0.0043622,0,0.016474,3.7028e-07,36154,-5.4175,1,0.03552,0.02552,0.05001,0
-0.11613,-0.0043622,0,0.016345,3.7006e-07,36153,-5.3962,1,0.03568,0.02568,0.05001,0
-0.11072,-0.0043623,0,0.016217,3.6984e-07,36152,-5.375,1,0.03584,0.02584,0.05001,0
-0.10531,-0.0043623,0,0.016089,3.6962e-07,36151,-5.3537,1,0.036,0.026,0.05001,0
-0.099895,-0.0043624,0,0.01596,3.6941e-07,36149,-5.3324,1,0.03616,0.02616,0.05001,0
-0.094528,-0.0043631,0,0.015836,3.6917e-07,36148,-5.3118,1,0.03632,0.02632,0.05001,0
-0.089198,-0.0043644,0,0.015714,3.6891e-07,36147,-5.2915,1,0.03648,0.02648,0.05001,0
-0.083868,-0.0043657,0,0.015592,3.6866e-07,36146,-5.2713,1,0.03664,0.02664,0.05001,0
-0.078537,-0.004367,0,0.01547,3.684e-07,36145,-5.2511,1,0.0368,0.0268,0.05001,0
-0.073207,-0.0043683,0,0.015348,3.6815e-07,36144,-5.2309,1,0.03696,0.02696,0.05001,0
-0.067877,-0.0043696,0,0.015226,3.6789e-07,36143,-5.2106,1,0.03712,0.02712,0.05001,0
-0.062546,-0.0043709,0,0.015104,3.6763e-07,36142,-5.1904,1,0.03728,0.02728,0.05001,0
-0.057287,-0.0043708,0,0.014986,3.6733e-07,36141,-5.1709,1,0.03744,0.02744,0.05001,0
-0.052067,-0.0043701,0,0.014869,3.67e-07,36140,-5.1517,1,0.0376,0.0276,0.05001,0
-0.046847,-0.0043693,0,0.014753,3.6667e-07,36139,-5.1325,1,0.03776,0.02776,0.05001,0
-0.041627,-0.0043685,0,0.014636,3.6634e-07,36138,-5.1133,1,0.03792,0.02792,0.05001,0
-0.036407,-0.0043677,0,0.014519,3.6601e-07,36137,-5.0942,1,0.03808,0.02808,0.05001,0
-0.031187,-0.0043669,0,0.014403,3.6567e-07,36136,-5.075,1,0.03824,0.02824,0.05001,0
-0.025967,-0.0043661,0,0.014286,3.6534e-07,36135,-5.0558,1,0.0384,0.0284,0.05001,0
-0.020852,-0.0043562,0,0.014208,3.6496e-07,36135,-5.0373,1,0.03856,0.02856,0.05001,0
