"U:0","U:1","U:2","k","nut","omega","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.11821,-0.00018137,0,0.00047262,5.5778e-10,86951,-8.1264,1,0.01519,0.00519,0.05001,0
-0.11922,-8.0295e-05,0,0.00048254,5.9018e-10,86951,-8.1171,1,0.0155,0.0055,0.05001,0
-0.12064,2.1212e-05,0,0.00049634,6.2956e-10,86951,-8.108,1,0.01581,0.00581,0.05001,0
-0.1224,0.00012307,0,0.00051327,6.746e-10,86952,-8.0993,1,0.01612,0.00612,0.05001,0
-0.12416,0.00022493,0,0.0005302,7.1964e-10,86952,-8.0905,1,0.01643,0.00643,0.05001,0
-0.12621,0.00031544,0,0.00055016,7.6936e-10,86952,-8.0817,1,0.01674,0.00674,0.05001,0
-0.12862,0.0003919,0,0.00057388,8.2486e-10,86953,-8.0731,1,0.01705,0.00705,0.05001,0
-0.13103,0.00046837,0,0.0005976,8.8036e-10,86953,-8.0644,1,0.01736,0.00736,0.05001,0
-0.1336,0.00053704,0,0.00062322,9.3861e-10,86953,-8.0558,1,0.01767,0.00767,0.05001,0
-0.13649,0.00058907,0,0.0006529,1.0027e-09,86954,-8.047,1,0.01798,0.00798,0.05001,0
-0.13938,0.00064111,0,0.00068258,1.0668e-09,86954,-8.0383,1,0.01829,0.00829,0.05001,0
-0.14233,0.00069141,0,0.00071322,1.1323e-09,86954,-8.0295,1,0.0186,0.0086,0.05001,0
-0.14558,0.00073322,0,0.00074861,1.2047e-09,86955,-8.0204,1,0.01891,0.00891,0.05001,0
-0.14883,0.00077503,0,0.00078399,1.2772e-09,86955,-8.0114,1,0.01922,0.00922,0.05001,0
-0.15208,0.00081684,0,0.00081937,1.3497e-09,86955,-8.0023,1,0.01953,0.00953,0.05001,0
-0.15565,0.00085321,0,0.00086093,1.433e-09,86955,-7.9929,1,0.01984,0.00984,0.05001,0
-0.15922,0.00088957,0,0.00090251,1.5164e-09,86956,-7.9834,1,0.02015,0.01015,0.05001,0
-0.16279,0.00092593,0,0.00094408,1.5998e-09,86956,-7.9739,1,0.02046,0.01046,0.05001,0
-0.16661,0.00096594,0,0.00099147,1.6954e-09,86956,-7.9639,1,0.02077,0.01077,0.05001,0
-0.17049,0.0010068,0,0.0010403,1.794e-09,86957,-7.9539,1,0.02108,0.01108,0.05001,0
-0.17437,0.0010478,0,0.0010891,1.8926e-09,86957,-7.9438,1,0.02139,0.01139,0.05001,0
-0.17844,0.0010906,0,0.0011429,2.0034e-09,86957,-7.9333,1,0.0217,0.0117,0.05001,0
-0.18264,0.0011348,0,0.0012002,2.1227e-09,86958,-7.9225,1,0.02201,0.01201,0.05001,0
-0.18684,0.001179,0,0.0012574,2.2421e-09,86958,-7.9116,1,0.02232,0.01232,0.05001,0
-0.19114,0.0012221,0,0.0013178,2.3695e-09,86958,-7.9005,1,0.02263,0.01263,0.05001,0
-0.19561,0.0012632,0,0.001384,2.5118e-09,86958,-7.8887,1,0.02294,0.01294,0.05001,0
-0.20008,0.0013042,0,0.0014501,2.654e-09,86959,-7.8769,1,0.02325,0.01325,0.05001,0
-0.20457,0.0013443,0,0.001517,2.7985e-09,86959,-7.865,1,0.02356,0.01356,0.05001,0
-0.20922,0.0013742,0,0.0015917,2.9662e-09,86959,-7.8521,1,0.02387,0.01387,0.05001,0
-0.21387,0.0014042,0,0.0016663,3.1338e-09,86960,-7.8392,1,0.02418,0.01418,0.05001,0
-0.21852,0.0014341,0,0.001741,3.3014e-09,86960,-7.8263,1,0.02449,0.01449,0.05001,0
-0.22323,0.0014542,0,0.0018217,3.489e-09,86960,-7.8123,1,0.0248,0.0148,0.05001,0
-0.22797,0.0014718,0,0.0019039,3.6815e-09,86961,-7.7981,1,0.02511,0.01511,0.05001,0
-0.2327,0.0014894,0,0.0019861,3.874e-09,86961,-7.7839,1,0.02542,0.01542,0.05001,0
-0.23745,0.0015092,0,0.002072,4.0802e-09,86961,-7.7689,1,0.02573,0.01573,0.05001,0
-0.24221,0.0015314,0,0.0021616,4.3003e-09,86961,-7.7533,1,0.02604,0.01604,0.05001,0
-0.24698,0.0015536,0,0.0022512,4.5204e-09,86962,-7.7377,1,0.02635,0.01635,0.05001,0
-0.25174,0.0015756,0,0.0023421,4.7464e-09,86962,-7.7218,1,0.02666,0.01666,0.05001,0
-0.25651,0.0015968,0,0.0024392,5.0021e-09,86962,-7.7046,1,0.02697,0.01697,0.05001,0
-0.26128,0.001618,0,0.0025363,5.2577e-09,86963,-7.6874,1,0.02728,0.01728,0.05001,0
-0.26605,0.0016393,0,0.0026334,5.5133e-09,86963,-7.6702,1,0.02759,0.01759,0.05001,0
-0.27074,0.0016493,0,0.002735,5.7977e-09,86963,-7.6515,1,0.0279,0.0179,0.05001,0
-0.2754,0.0016568,0,0.0028376,6.0887e-09,86963,-7.6326,1,0.02821,0.01821,0.05001,0
-0.28007,0.0016642,0,0.0029402,6.3797e-09,86964,-7.6137,1,0.02852,0.01852,0.05001,0
-0.28463,0.0016659,0,0.0030437,6.6843e-09,86964,-7.594,1,0.02883,0.01883,0.05001,0
-0.28905,0.0016602,0,0.0031485,7.0065e-09,86964,-7.5732,1,0.02914,0.01914,0.05001,0
-0.29348,0.0016545,0,0.0032533,7.3287e-09,86964,-7.5525,1,0.02945,0.01945,0.05001,0
-0.29789,0.0016482,0,0.0033581,7.6518e-09,86964,-7.5316,1,0.02976,0.01976,0.05001,0
-0.30195,0.0016279,0,0.0034617,8.0012e-09,86964,-7.509,1,0.03007,0.02007,0.05001,0
-0.30601,0.0016075,0,0.0035653,8.3506e-09,86965,-7.4864,1,0.03038,0.02038,0.05001,0
-0.31007,0.0015872,0,0.003669,8.6999e-09,86965,-7.4638,1,0.03069,0.02069,0.05001,0
-0.31385,0.001557,0,0.0037695,9.0603e-09,86965,-7.44,1,0.031,0.021,0.05001,0
-0.31743,0.0015206,0,0.003868,9.4277e-09,86965,-7.4155,1,0.03131,0.02131,0.05001,0
-0.32102,0.0014841,0,0.0039666,9.7952e-09,86965,-7.3911,1,0.03162,0.02162,0.05001,0
-0.32452,0.0014463,0,0.0040638,1.0164e-08,86965,-7.3663,1,0.03193,0.02193,0.05001,0
-0.32757,0.0014016,0,0.0041541,1.0538e-08,86965,-7.34,1,0.03224,0.02224,0.05001,0
-0.33062,0.0013569,0,0.0042444,1.0912e-08,86965,-7.3138,1,0.03255,0.02255,0.05001,0
-0.33366,0.0013122,0,0.0043346,1.1286e-08,86965,-7.2876,1,0.03286,0.02286,0.05001,0
-0.33634,0.001271,0,0.0044184,1.166e-08,86965,-7.2602,1,0.03317,0.02317,0.05001,0
-0.33885,0.0012314,0,0.0044993,1.2035e-08,86965,-7.2324,1,0.03348,0.02348,0.05001,0
-0.34136,0.0011917,0,0.0045802,1.2409e-08,86965,-7.2045,1,0.03379,0.02379,0.05001,0
-0.34378,0.0011542,0,0.0046594,1.2784e-08,86965,-7.1764,1,0.0341,0.0241,0.05001,0
-0.34582,0.0011253,0,0.0047317,1.3162e-08,86965,-7.147,1,0.03441,0.02441,0.05001,0
-0.34786,0.0010964,0,0.004804,1.354e-08,86965,-7.1177,1,0.03472,0.02472,0.05001,0
-0.34989,0.0010676,0,0.0048762,1.3918e-08,86965,-7.0884,1,0.03503,0.02503,0.05001,0
-0.35164,0.0010428,0,0.0049432,1.4301e-08,86965,-7.0581,1,0.03534,0.02534,0.05001,0
-0.35325,0.0010199,0,0.0050075,1.4687e-08,86965,-7.0274,1,0.03565,0.02565,0.05001,0
-0.35486,0.00099711,0,0.0050719,1.5074e-08,86965,-6.9967,1,0.03596,0.02596,0.05001,0
-0.35642,0.00097439,0,0.0051352,1.5461e-08,86965,-6.9658,1,0.03627,0.02627,0.05001,0
-0.35761,0.00095246,0,0.0051915,1.5858e-08,86965,-6.9338,1,0.03658,0.02658,0.05001,0
-0.3588,0.00093054,0,0.0052477,1.6254e-08,86965,-6.9018,1,0.03689,0.02689,0.05001,0
-0.36,0.00090861,0,0.0053039,1.6651e-08,86965,-6.8698,1,0.0372,0.0272,0.05001,0
-0.36095,0.00088622,0,0.0053552,1.7053e-08,86965,-6.8372,1,0.03751,0.02751,0.05001,0
-0.36172,0.00086346,0,0.0054026,1.746e-08,86965,-6.804,1,0.03782,0.02782,0.05001,0
-0.36248,0.00084069,0,0.0054499,1.7867e-08,86965,-6.7708,1,0.03813,0.02813,0.05001,0
-0.36324,0.00081793,0,0.0054973,1.8274e-08,86965,-6.7376,1,0.03844,0.02844,0.05001,0
-0.36358,0.00079321,0,0.0055351,1.8681e-08,86965,-6.7033,1,0.03875,0.02875,0.05001,0
-0.36389,0.00076842,0,0.0055725,1.9088e-08,86965,-6.669,1,0.03906,0.02906,0.05001,0
-0.36421,0.00074362,0,0.0056099,1.9496e-08,86965,-6.6346,1,0.03937,0.02937,0.05001,0
-0.36437,0.00071801,0,0.0056433,1.9897e-08,86965,-6.6,1,0.03968,0.02968,0.05001,0
-0.36422,0.00069082,0,0.0056691,2.0287e-08,86965,-6.5647,1,0.03999,0.02999,0.05001,0
-0.36406,0.00066363,0,0.0056949,2.0678e-08,86965,-6.5294,1,0.0403,0.0303,0.05001,0
-0.36391,0.00063645,0,0.0057206,2.1068e-08,86965,-6.4941,1,0.04061,0.03061,0.05001,0
-0.36342,0.0006076,0,0.0057381,2.1445e-08,86964,-6.4582,1,0.04092,0.03092,0.05001,0
-0.36278,0.00057801,0,0.0057519,2.1817e-08,86964,-6.4221,1,0.04123,0.03123,0.05001,0
-0.36215,0.00054843,0,0.0057657,2.2189e-08,86964,-6.3859,1,0.04154,0.03154,0.05001,0
-0.3615,0.00051878,0,0.0057792,2.256e-08,86964,-6.3498,1,0.04185,0.03185,0.05001,0
-0.36037,0.00048636,0,0.0057809,2.2914e-08,86964,-6.3129,1,0.04216,0.03216,0.05001,0
-0.35924,0.00045394,0,0.0057827,2.3268e-08,86964,-6.2761,1,0.04247,0.03247,0.05001,0
-0.35811,0.00042151,0,0.0057844,2.3622e-08,86964,-6.2393,1,0.04278,0.03278,0.05001,0
-0.35682,0.00038877,0,0.0057819,2.3968e-08,86964,-6.2023,1,0.04309,0.03309,0.05001,0
-0.3552,0.00035537,0,0.0057709,2.4294e-08,86964,-6.165,1,0.0434,0.0334,0.05001,0
-0.35358,0.00032197,0,0.0057599,2.4621e-08,86964,-6.1277,1,0.04371,0.03371,0.05001,0
-0.35196,0.00028857,0,0.0057489,2.4947e-08,86963,-6.0904,1,0.04402,0.03402,0.05001,0
-0.35006,0.00025769,0,0.0057308,2.5254e-08,86963,-6.0529,1,0.04433,0.03433,0.05001,0
-0.34799,0.00022848,0,0.0057079,2.5548e-08,86963,-6.0153,1,0.04464,0.03464,0.05001,0
-0.34591,0.00019927,0,0.0056851,2.5842e-08,86963,-5.9778,1,0.04495,0.03495,0.05001,0
-0.34384,0.00017005,0,0.0056623,2.6135e-08,86963,-5.9402,1,0.04526,0.03526,0.05001,0
-0.34142,0.00014675,0,0.005631,2.6402e-08,86963,-5.9025,1,0.04557,0.03557,0.05001,0
-0.33894,0.00012446,0,0.0055983,2.6664e-08,86962,-5.8649,1,0.04588,0.03588,0.05001,0
-0.33647,0.00010216,0,0.0055656,2.6927e-08,86962,-5.8272,1,0.04619,0.03619,0.05001,0
-0.33397,8.0277e-05,0,0.0055323,2.7187e-08,86962,-5.7896,1,0.0465,0.0365,0.05001,0
-0.33115,6.3156e-05,0,0.0054919,2.7423e-08,86962,-5.752,1,0.04681,0.03681,0.05001,0
-0.32833,4.6034e-05,0,0.0054515,2.7659e-08,86962,-5.7145,1,0.04712,0.03712,0.05001,0
-0.32551,2.8912e-05,0,0.0054111,2.7896e-08,86961,-5.6769,1,0.04743,0.03743,0.05001,0
-0.32261,1.2527e-05,0,0.0053689,2.8126e-08,86961,-5.6394,1,0.04774,0.03774,0.05001,0
-0.31949,-1.9465e-06,0,0.0053224,2.8339e-08,86961,-5.6021,1,0.04805,0.03805,0.05001,0
-0.31637,-1.642e-05,0,0.0052758,2.8553e-08,86961,-5.5648,1,0.04836,0.03836,0.05001,0
-0.31324,-3.0893e-05,0,0.0052293,2.8767e-08,86960,-5.5275,1,0.04867,0.03867,0.05001,0
-0.31,-4.4805e-05,0,0.0051805,2.8971e-08,86960,-5.4903,1,0.04898,0.03898,0.05001,0
-0.30659,-5.8031e-05,0,0.0051288,2.9164e-08,86960,-5.4534,1,0.04929,0.03929,0.05001,0
-0.30319,-7.1257e-05,0,0.0050772,2.9356e-08,86960,-5.4165,1,0.0496,0.0396,0.05001,0
-0.29979,-8.4482e-05,0,0.0050256,2.9548e-08,86959,-5.3795,1,0.04991,0.03991,0.05001,0
-0.29623,-9.7261e-05,0,0.0049715,2.9727e-08,86959,-5.3429,1,0.05022,0.04022,0.05001,0
-0.29256,-0.00010974,0,0.0049156,2.9896e-08,86959,-5.3064,1,0.05053,0.04053,0.05001,0
-0.2889,-0.00012221,0,0.0048597,3.0065e-08,86959,-5.27,1,0.05084,0.04084,0.05001,0
-0.28523,-0.00013468,0,0.0048038,3.0234e-08,86959,-5.2335,1,0.05115,0.04115,0.05001,0
-0.28139,-0.00014609,0,0.0047454,3.0385e-08,86958,-5.1975,1,0.05146,0.04146,0.05001,0
-0.27749,-0.00015707,0,0.004686,3.0528e-08,86958,-5.1617,1,0.05177,0.04177,0.05001,0
-0.27358,-0.00016804,0,0.0046266,3.0671e-08,86958,-5.1259,1,0.05208,0.04208,0.05001,0
-0.26967,-0.00017902,0,0.0045672,3.0814e-08,86958,-5.0901,1,0.05239,0.04239,0.05001,0
-0.26559,-0.00018807,0,0.0045058,3.0935e-08,86957,-5.0549,1,0.0527,0.0427,0.05001,0
-0.26147,-0.00019665,0,0.004444,3.1051e-08,86957,-5.0198,1,0.05301,0.04301,0.05001,0
-0.25735,-0.00020524,0,0.0043821,3.1167e-08,86957,-4.9848,1,0.05332,0.04332,0.05001,0
-0.25323,-0.00021382,0,0.0043202,3.1283e-08,86957,-4.9497,1,0.05363,0.04363,0.05001,0
-0.24896,-0.00022024,0,0.0042572,3.1378e-08,86956,-4.9154,1,0.05394,0.04394,0.05001,0
-0.24466,-0.00022633,0,0.0041941,3.1469e-08,86956,-4.8812,1,0.05425,0.04425,0.05001,0
-0.24036,-0.00023243,0,0.0041309,3.1559e-08,86956,-4.847,1,0.05456,0.04456,0.05001,0
-0.23606,-0.00023852,0,0.0040678,3.165e-08,86956,-4.8128,1,0.05487,0.04487,0.05001,0
-0.23163,-0.00024278,0,0.0040045,3.172e-08,86955,-4.7795,1,0.05518,0.04518,0.05001,0
-0.22718,-0.00024685,0,0.0039411,3.1787e-08,86955,-4.7462,1,0.05549,0.04549,0.05001,0
-0.22274,-0.00025092,0,0.0038777,3.1854e-08,86955,-4.713,1,0.0558,0.0458,0.05001,0
-0.21829,-0.00025499,0,0.0038143,3.1921e-08,86955,-4.6798,1,0.05611,0.04611,0.05001,0
-0.21373,-0.00025854,0,0.0037515,3.1967e-08,86954,-4.6475,1,0.05642,0.04642,0.05001,0
-0.20917,-0.00026204,0,0.0036887,3.2011e-08,86954,-4.6153,1,0.05673,0.04673,0.05001,0
-0.2046,-0.00026554,0,0.0036258,3.2056e-08,86954,-4.5831,1,0.05704,0.04704,0.05001,0
-0.20003,-0.00026904,0,0.003563,3.21e-08,86954,-4.551,1,0.05735,0.04735,0.05001,0
-0.19537,-0.00027312,0,0.0035012,3.2123e-08,86954,-4.5198,1,0.05766,0.04766,0.05001,0
-0.1907,-0.00027726,0,0.0034394,3.2143e-08,86953,-4.4887,1,0.05797,0.04797,0.05001,0
-0.18603,-0.00028141,0,0.0033777,3.2163e-08,86953,-4.4577,1,0.05828,0.04828,0.05001,0
-0.18136,-0.00028556,0,0.0033159,3.2183e-08,86953,-4.4266,1,0.05859,0.04859,0.05001,0
-0.17662,-0.0002892,0,0.0032555,3.2181e-08,86953,-4.3966,1,0.0589,0.0489,0.05001,0
-0.17188,-0.00029275,0,0.0031953,3.2175e-08,86953,-4.3667,1,0.05921,0.04921,0.05001,0
-0.16713,-0.0002963,0,0.0031351,3.2169e-08,86952,-4.3369,1,0.05952,0.04952,0.05001,0
-0.16239,-0.00029984,0,0.0030749,3.2163e-08,86952,-4.307,1,0.05983,0.04983,0.05001,0
-0.15762,-0.00030153,0,0.0030163,3.2135e-08,86952,-4.2782,1,0.06014,0.05014,0.05001,0
-0.15284,-0.00030265,0,0.0029583,3.2102e-08,86952,-4.2496,1,0.06045,0.05045,0.05001,0
-0.14806,-0.00030378,0,0.0029003,3.2068e-08,86952,-4.221,1,0.06076,0.05076,0.05001,0
-0.14328,-0.0003049,0,0.0028422,3.2034e-08,86951,-4.1924,1,0.06107,0.05107,0.05001,0
-0.13851,-0.00030458,0,0.0027861,3.1984e-08,86951,-4.1647,1,0.06138,0.05138,0.05001,0
-0.13375,-0.00030353,0,0.0027309,3.1925e-08,86951,-4.1375,1,0.06169,0.05169,0.05001,0
-0.12898,-0.00030249,0,0.0026757,3.1865e-08,86951,-4.1102,1,0.062,0.052,0.05001,0
-0.12422,-0.00030144,0,0.0026204,3.1806e-08,86951,-4.0829,1,0.06231,0.05231,0.05001,0
-0.11947,-0.00030025,0,0.0025671,3.1737e-08,86951,-4.0564,1,0.06262,0.05262,0.05001,0
-0.11476,-0.00029893,0,0.0025154,3.1659e-08,86950,-4.0305,1,0.06293,0.05293,0.05001,0
-0.11004,-0.00029761,0,0.0024637,3.158e-08,86950,-4.0045,1,0.06324,0.05324,0.05001,0
-0.10532,-0.0002963,0,0.002412,3.1502e-08,86950,-3.9786,1,0.06355,0.05355,0.05001,0
-0.10062,-0.00029593,0,0.0023618,3.1418e-08,86950,-3.9532,1,0.06386,0.05386,0.05001,0
-0.095978,-0.00029717,0,0.0023139,3.1324e-08,86950,-3.9286,1,0.06417,0.05417,0.05001,0
-0.091332,-0.00029842,0,0.002266,3.123e-08,86950,-3.904,1,0.06448,0.05448,0.05001,0
-0.086686,-0.00029966,0,0.0022181,3.1136e-08,86950,-3.8794,1,0.06479,0.05479,0.05001,0
-0.082056,-0.00030139,0,0.0021709,3.104e-08,86950,-3.8551,1,0.0651,0.0551,0.05001,0
-0.077501,-0.00030535,0,0.0021269,3.0932e-08,86949,-3.8318,1,0.06541,0.05541,0.05001,0
-0.072945,-0.0003093,0,0.0020828,3.0825e-08,86949,-3.8086,1,0.06572,0.05572,0.05001,0
-0.06839,-0.00031326,0,0.0020388,3.0717e-08,86949,-3.7853,1,0.06603,0.05603,0.05001,0
-0.063834,-0.00031721,0,0.0019947,3.0609e-08,86949,-3.7621,1,0.06634,0.05634,0.05001,0
-0.059381,-0.00032121,0,0.0019543,3.049e-08,86949,-3.7401,1,0.06665,0.05665,0.05001,0
-0.054932,-0.0003252,0,0.001914,3.0371e-08,86949,-3.7181,1,0.06696,0.05696,0.05001,0
-0.050483,-0.0003292,0,0.0018737,3.0251e-08,86949,-3.6962,1,0.06727,0.05727,0.05001,0
-0.046034,-0.00033319,0,0.0018334,3.0132e-08,86949,-3.6743,1,0.06758,0.05758,0.05001,0
-0.041673,-0.00033643,0,0.0017958,3.0005e-08,86949,-3.6532,1,0.06789,0.05789,0.05001,0
-0.037347,-0.00033936,0,0.0017592,2.9876e-08,86949,-3.6326,1,0.0682,0.0582,0.05001,0
-0.033021,-0.00034229,0,0.0017225,2.9747e-08,86949,-3.6119,1,0.06851,0.05851,0.05001,0
-0.028695,-0.00034522,0,0.0016859,2.9618e-08,86949,-3.5913,1,0.06882,0.05882,0.05001,0
-0.024426,-0.00034786,0,0.0016509,2.9487e-08,86948,-3.5712,1,0.06913,0.05913,0.05001,0
-0.020232,-0.00035012,0,0.0016179,2.9352e-08,86948,-3.5518,1,0.06944,0.05944,0.05001,0
-0.016038,-0.00035239,0,0.001585,2.9217e-08,86948,-3.5324,1,0.06975,0.05975,0.05001,0
-0.011844,-0.00035465,0,0.001552,2.9081e-08,86948,-3.513,1,0.07006,0.06006,0.05001,0
-0.0076659,-0.00035675,0,0.0015219,2.8947e-08,86948,-3.4937,1,0.07037,0.06037,0.05001,0
-0.0036066,-0.00035764,0,0.0015118,2.8813e-08,86948,-3.4755,1,0.07068,0.06068,0.05001,0
0.00045284,-0.00035853,0,0.0015017,2.8679e-08,86948,-3.4573,1,0.07099,0.06099,0.05001,0
0.0045122,-0.00035941,0,0.0014916,2.8545e-08,86948,-3.4391,1,0.0713,0.0613,0.05001,0
0.0085716,-0.0003603,0,0.0014816,2.8411e-08,86948,-3.421,1,0.07161,0.06161,0.05001,0
0.012521,-0.00035975,0,0.0014902,2.8278e-08,86948,-3.4037,1,0.07192,0.06192,0.05001,0
0.01644,-0.00035879,0,0.0015041,2.8145e-08,86949,-3.3867,1,0.07223,0.06223,0.05001,0
0.020359,-0.00035784,0,0.001518,2.8012e-08,86949,-3.3697,1,0.07254,0.06254,0.05001,0
0.024278,-0.00035688,0,0.0015318,2.7879e-08,86949,-3.3527,1,0.07285,0.06285,0.05001,0
0.028134,-0.00035539,0,0.001547,2.7744e-08,86949,-3.3361,1,0.07316,0.06316,0.05001,0
0.0319,-0.00035314,0,0.001564,2.7606e-08,86949,-3.3202,1,0.07347,0.06347,0.05001,0
0.035666,-0.00035089,0,0.001581,2.7467e-08,86949,-3.3044,1,0.07378,0.06378,0.05001,0
0.039432,-0.00034865,0,0.001598,2.7329e-08,86949,-3.2885,1,0.07409,0.06409,0.05001,0
0.043196,-0.00034639,0,0.001615,2.7191e-08,86949,-3.2726,1,0.0744,0.0644,0.05001,0
0.046797,-0.00034344,0,0.0016322,2.7047e-08,86950,-3.2579,1,0.07471,0.06471,0.05001,0
0.050398,-0.00034049,0,0.0016495,2.6903e-08,86950,-3.2431,1,0.07502,0.06502,0.05001,0
