"U:0","U:1","U:2","k","nut","omega","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
nan,nan,nan,nan,nan,nan,nan,0,0.04526,0.03526,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.04557,0.03557,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.04588,0.03588,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.04619,0.03619,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.0465,0.0365,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.04681,0.03681,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.04712,0.03712,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.04743,0.03743,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.04774,0.03774,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.04805,0.03805,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.04836,0.03836,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.04867,0.03867,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.04898,0.03898,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.04929,0.03929,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.0496,0.0396,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.04991,0.03991,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.05022,0.04022,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.05053,0.04053,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.05084,0.04084,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.05115,0.04115,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.05146,0.04146,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.05177,0.04177,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.05208,0.04208,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.05239,0.04239,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.0527,0.0427,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.05301,0.04301,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.05332,0.04332,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.05363,0.04363,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.05394,0.04394,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.05425,0.04425,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.05456,0.04456,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.05487,0.04487,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.05518,0.04518,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.05549,0.04549,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.0558,0.0458,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.05611,0.04611,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.05642,0.04642,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.05673,0.04673,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.05704,0.04704,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.05735,0.04735,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.05766,0.04766,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.05797,0.04797,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.05828,0.04828,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.05859,0.04859,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.0589,0.0489,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.05921,0.04921,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.05952,0.04952,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.05983,0.04983,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.06014,0.05014,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.06045,0.05045,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.06076,0.05076,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.06107,0.05107,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.06138,0.05138,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.06169,0.05169,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.062,0.052,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.06231,0.05231,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.06262,0.05262,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.06293,0.05293,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.06324,0.05324,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.06355,0.05355,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.06386,0.05386,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.06417,0.05417,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.06448,0.05448,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.06479,0.05479,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.0651,0.0551,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.06541,0.05541,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.06572,0.05572,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.06603,0.05603,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.06634,0.05634,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.06665,0.05665,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.06696,0.05696,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.06727,0.05727,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.06758,0.05758,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.06789,0.05789,0.049,0
nan,nan,nan,nan,nan,nan,nan,0,0.0682,0.0582,0.049,0
